date,product_id,product_name,flipkart_price,amazon_price,myntra_price
2024-01-25,M101,Galaxy A15,23851,22730,23943
2024-01-25,M102,Note 12,23279,20604,21738
2024-01-25,M103,12C,16391,16302,16268
2024-01-25,M104,Narzo 60,27533,24252,26474
2024-01-25,M105,C55,24449,21780,23260
2024-01-25,M106,Z7 5G,20170,20289,20825
2024-01-25,M107,Neo 7 Pro,15503,16992,16486
2024-01-25,M108,Nord CE 3 Lite,14684,14443,13839
2024-01-25,M109,Nord 3 5G,19203,21214,19528
2024-01-25,M110,G73 5G,26743,27795,25212
2024-01-25,M111,Edge 40 Neo,14422,13834,14300
2024-01-25,M112,T2 5G,13592,13349,14124
2024-01-25,M113,Y27,23896,25262,23219
2024-01-25,M114,A78,24865,25641,22015
2024-01-25,M115,Reno8 T,21475,24071,21607
2024-01-25,M116,X5 Pro,21976,22275,20572
2024-01-25,M117,M6 Pro,12670,12809,12552
2024-01-25,M118,Zero 5G 2023,14894,13560,14780
2024-01-25,M119,Spark 10,22678,20659,23319
2024-01-26,M100,Galaxy M14,26202,23679,23096
2024-01-26,M101,Galaxy A15,12113,11635,13179
2024-01-26,M102,Note 12,14378,13822,14173
2024-01-26,M103,12C,27211,25548,27047
2024-01-26,M104,Narzo 60,16407,17414,16750
2024-01-26,M105,C55,16433,15425,15809
2024-01-26,M106,Z7 5G,25340,25847,23240
2024-01-26,M107,Neo 7 Pro,28282,24555,26073
2024-01-26,M108,Nord CE 3 Lite,14199,15415,14264
2024-01-26,M109,Nord 3 5G,21496,22675,21761
2024-01-26,M110,G73 5G,15300,14640,13961
2024-01-26,M111,Edge 40 Neo,27943,28229,26238
2024-01-26,M112,T2 5G,24333,24544,24030
2024-01-26,M113,Y27,27259,31378,27375
2024-01-26,M114,A78,9770,10139,9629
2024-01-26,M115,Reno8 T,15932,17390,16588
2024-01-26,M116,X5 Pro,12297,12816,10764
2024-01-26,M117,M6 Pro,27218,26226,27605
2024-01-26,M118,Zero 5G 2023,14680,13823,14233
2024-01-26,M119,Spark 10,20364,19725,19231
2024-01-27,M100,Galaxy M14,22264,21459,24715
2024-01-27,M101,Galaxy A15,11542,11246,10672
2024-01-27,M102,Note 12,10770,11298,10169
2024-01-27,M103,12C,16527,16054,16554
2024-01-27,M104,Narzo 60,26269,24055,27343
2024-01-27,M105,C55,23564,25116,23954
2024-01-27,M106,Z7 5G,18898,20185,19465
2024-01-27,M107,Neo 7 Pro,19443,19414,20464
2024-01-27,M108,Nord CE 3 Lite,24272,23930,21653
2024-01-27,M109,Nord 3 5G,22417,23560,21418
2024-01-27,M110,G73 5G,24663,24477,26709
2024-01-27,M111,Edge 40 Neo,19779,19575,17683
2024-01-27,M112,T2 5G,11957,12462,12890
2024-01-27,M113,Y27,26055,27865,25192
2024-01-27,M114,A78,12120,12117,11217
2024-01-27,M115,Reno8 T,19405,17621,19977
2024-01-27,M116,X5 Pro,13992,13172,14218
2024-01-27,M117,M6 Pro,25625,23990,26533
